epoch,train_loss,val_loss,train_mean_ang,train_median_ang,train_p95_ang,train_p99_ang,train_max_ang,train_var_ang,val_mean_ang,val_median_ang,val_p95_ang,val_p99_ang,val_max_ang,val_var_ang
160,0.0010835300385951996,0.0022225951155026755,2.3020332,2.067911,4.8389997,6.7930465,8.56864,1.8204447,2.8093917,1.638136,8.138562,12.427599,14.726972,7.7308073
161,0.0010878219781443477,0.0026654923955599466,2.3306468,2.1343253,4.512615,6.5277314,9.539575,1.6931212,3.2548022,2.5967588,9.135699,12.410515,15.7897,7.737336
162,0.0009948914335109293,0.00215986060599486,2.1985114,2.019551,4.5649085,6.1492786,7.717368,1.7148739,2.7452044,1.9239069,8.818,12.230664,15.642441,7.5657434
163,0.000932435030117631,0.002377929165959358,2.108845,1.8993976,4.640078,5.524015,6.218706,1.657141,2.8207011,1.7706017,8.842089,12.04049,16.031898,7.7905374
164,0.001087061488069594,0.00228964164853096,2.3014448,2.1006818,4.972748,6.111363,7.4942045,1.8424518,2.7586024,1.6682115,8.44601,12.215199,16.683338,8.074201
165,0.0010415258584544063,0.0022856599340836206,2.2230492,1.9534442,4.6249266,5.980686,10.6968,1.8916594,2.9702992,2.1997132,8.425433,12.033005,15.496322,6.939048
166,0.0008525181398726999,0.002219210689266523,2.05064,1.8719985,4.09205,5.415774,7.3709955,1.3999604,2.776348,1.944049,8.386442,11.389729,15.519184,7.514514
167,0.000914592135231942,0.0021462757140398026,2.0826573,1.8168231,4.4492135,5.7561173,8.719517,1.688458,2.773608,1.7758734,8.045901,12.282453,15.185823,7.1401463
168,0.0009696319932118059,0.0021407312403122583,2.101411,1.759252,4.9818,6.750795,7.722529,1.9457848,2.728063,1.711373,7.884857,12.130125,15.417106,7.172112
169,0.0010671337647363544,0.002396466831366221,2.1980507,1.8639314,4.9273896,7.3844514,9.901984,2.1874595,3.0066018,2.386096,8.526037,12.650137,14.701587,7.3837767
170,0.001167940681334585,0.0021227262914180756,2.3738954,2.1391797,4.8398914,7.179728,10.001777,2.0517464,2.7039769,1.6659153,8.256848,11.762872,15.761712,7.289077
171,0.0012282141484320163,0.0020917740960915885,2.275713,1.954045,5.0537868,9.362252,12.755272,2.8856032,2.7061336,1.6391183,7.7217107,12.104343,15.332891,7.3884597
172,0.0009184012864716352,0.0022935097416241965,2.1071224,1.8635113,4.53234,5.542192,7.227377,1.5897889,2.9802265,2.0221674,8.288983,12.280442,13.457072,7.4304266
173,0.0009888359904289246,0.002062911167740822,2.1613088,1.9575474,4.441755,6.566484,8.701612,1.8213575,2.7073593,1.6366842,8.1056795,12.208189,14.105441,7.0429106
174,0.0008352117938920855,0.0021473082403341928,2.011428,1.8558291,4.4582562,5.2436314,5.670532,1.4424741,2.7314858,1.470572,8.138701,11.7228155,15.039511,7.377676
175,0.0008438442554324865,0.0021147473404804864,1.9785049,1.6675353,4.1713567,6.091062,7.594813,1.5978887,2.729578,1.6560848,8.295586,12.225157,14.757905,7.184114
176,0.000835195267572999,0.002271324396133423,2.034208,1.8219862,4.0596113,5.598368,6.9650297,1.3387579,2.8055427,1.698658,8.080734,11.595195,14.38663,7.7226524
177,0.0008444480272009969,0.002231531466046969,2.0200732,1.8333367,4.2479568,5.432916,6.3493724,1.4589248,2.8454616,1.7979602,8.325712,12.288912,13.493622,7.590397
178,0.0008094997704029083,0.0021426298966010413,1.9761256,1.7279371,4.2939353,5.08518,6.664032,1.4175085,2.7161999,1.5770034,8.051315,12.245659,14.256952,7.595353
179,0.0009142637159675359,0.00213686873515447,2.078747,1.7783926,4.6338544,5.967489,7.761822,1.6759526,2.7511187,1.8280334,7.9501195,11.97114,15.600995,7.3478365
180,0.0008185353432781994,0.0021613724529743195,1.984379,1.716232,4.321378,5.5158005,6.0045934,1.4433072,2.681431,1.6310073,7.9782786,12.09194,16.250484,7.603951
181,0.0009478475386276842,0.0022123983750740686,2.1354153,1.9353267,4.534915,6.0083513,7.0571346,1.6552099,2.7604268,1.9061079,8.875827,12.201249,15.308748,7.6819177
182,0.0009199990471825003,0.002636099855105082,2.08142,1.8835671,4.4006486,6.307463,11.836245,1.698366,3.3145864,2.4341187,8.759587,12.762446,14.692245,7.759136
183,0.0008829956920817495,0.002140390376249949,2.0827587,1.9741731,4.334345,5.488015,6.7058663,1.4488192,2.7079139,1.6604054,7.8740625,12.290259,14.904345,7.5604954
184,0.0007621993240900338,0.002220854163169861,1.9211586,1.6687084,4.064695,5.3478756,7.306536,1.3097136,2.73811,1.6289527,7.9681497,12.415845,15.808489,7.823765
185,0.0008256953861564398,0.002149699255824089,1.969259,1.6190665,4.199247,5.648797,9.536072,1.5455823,2.7161803,1.6851342,7.6744885,11.900299,16.061352,7.592783
186,0.000787469653878361,0.00212057555715243,1.9054167,1.6199124,4.1881,6.2389107,8.2404995,1.561171,2.6687913,1.6335808,7.888665,12.070751,15.123105,7.251961
187,0.000854293522424996,0.002196837837497393,1.9731061,1.6698807,4.7322636,6.399199,7.4945188,1.7198917,2.6836956,1.4132895,8.356572,11.625178,14.840665,7.638304
188,0.0008392140618525446,0.0020344884445269904,1.9705478,1.7189665,4.562901,5.650818,7.930781,1.6479613,2.5907621,1.5141425,8.828804,11.789164,14.995516,7.4317365
189,0.0008430248172953725,0.002077061062057813,2.0057786,1.7397884,4.418874,5.769171,6.241584,1.508864,2.6438215,1.5784565,9.130726,12.026849,14.460283,7.4487524
190,0.0007318217144347727,0.0020720561345418296,1.8926605,1.7100633,4.1021256,4.8969464,6.3266654,1.2250602,2.620545,1.5195146,8.324055,12.475131,14.9454365,7.4483395
191,0.0007870287634432315,0.002067826067407926,1.9214318,1.7271441,4.1418986,5.623962,6.635898,1.4420516,2.7195208,1.8344328,7.7107,12.418907,14.773623,6.818932
192,0.0006930486648343504,0.002264960358540217,1.8178822,1.6040086,3.809158,5.225701,6.392429,1.24592,2.7799296,1.7483112,7.7636046,12.118262,16.579077,7.628985
193,0.000674255273770541,0.002068455641468366,1.7701069,1.5164609,3.872134,5.5989614,7.365536,1.2921685,2.6590283,1.5892376,7.3939548,12.398005,15.373057,7.3290243
194,0.0007753410493023694,0.0021552021304766336,1.9373263,1.7850927,4.1309395,5.3473086,6.8482223,1.3531426,2.7039146,1.521458,8.372791,12.305689,15.267224,7.732913
195,0.0006788092385977507,0.0020488742738962173,1.7697188,1.4496942,4.0994906,5.604379,6.3634076,1.3108728,2.675589,1.5032014,8.0274935,12.240677,14.074818,7.154351
196,0.0007723187049850822,0.0022183277954657874,1.8473343,1.5771875,4.251089,5.933892,9.841588,1.6457922,2.8405151,1.7337395,8.343292,12.06626,14.530658,7.3305945
197,0.0006751957209780812,0.002213216076294581,1.7696459,1.5459832,3.9236574,5.7865934,8.263437,1.2973197,2.7546732,1.7233796,8.317082,12.678383,14.174709,7.7045174
198,0.0007795774727128446,0.0021580333511034646,1.8975033,1.660361,4.407201,5.763338,6.6697683,1.5157444,2.755981,1.674604,8.333102,12.000838,14.828259,7.457391
199,0.0007583270641043782,0.002266388386487961,1.9392474,1.7716672,4.2507405,5.1346636,6.0035486,1.2303672,2.823437,1.7437758,8.470423,12.187768,13.944796,7.477302
200,0.0006616372452117503,0.0021048026780287423,1.7643299,1.5423081,3.852607,5.7811813,7.1800985,1.2388389,2.716907,1.6065979,8.451086,12.6648855,14.309153,7.3069677
201,0.0006673794658854604,0.0021506610016028085,1.7981166,1.5860959,3.818717,4.6837068,6.258304,1.1376258,2.6735082,1.4983643,8.135021,12.673963,14.370747,7.80221
202,0.0007173773879185319,0.0022590396304925284,1.8478066,1.5515429,3.965638,5.5845227,7.538691,1.3038353,2.8291957,1.8829684,8.161181,11.474025,16.002392,7.4750586
203,0.0007239046599715948,0.002142262334624926,1.8078506,1.5227711,4.3679996,6.123366,7.2712736,1.4871805,2.7586205,1.6436775,8.17428,12.073883,14.422955,7.1118803
204,0.0006656652467790991,0.0021031772096951804,1.7425907,1.5775596,4.0274076,5.458196,9.357463,1.3476354,2.688506,1.6742634,8.159065,11.86331,15.299793,7.6104403
205,0.0006219685100950301,0.0021258207658926644,1.7302092,1.5621018,3.6526303,4.8619843,8.4588375,1.0808094,2.7324562,1.7166591,8.499944,11.699738,15.436992,7.447089
206,0.000816497472114861,0.002140828718741735,2.0185962,1.8458899,4.2117157,5.0533667,6.65779,1.2998476,2.6632454,1.5052681,8.383713,12.349996,15.936417,8.003531
207,0.0006717171822674573,0.0021182515968879065,1.7696272,1.5037613,3.9588954,5.7898426,6.798177,1.2742985,2.7416294,1.7016692,8.154038,11.926641,15.253495,7.2684393
208,0.0007173028937540949,0.0022307013471921286,1.8480409,1.607908,4.0837436,5.4654427,5.9507475,1.3112482,2.782704,1.6358302,8.560845,11.247562,15.418981,7.5455422
209,0.0006902145547792315,0.002245242396990458,1.7954326,1.5136193,3.825848,4.9327273,6.415973,1.3104146,2.910158,2.069364,8.268853,12.238971,14.205901,7.2153625
210,0.0006312590045854449,0.002197468653321266,1.7173716,1.4776374,3.7241292,5.4328814,6.978703,1.2101523,2.736245,1.5252185,7.995577,12.114439,14.776555,7.434469
211,0.0007503362349234521,0.002177449564139048,1.8726971,1.5764428,4.1073127,5.6943,8.219458,1.4259442,2.7290356,1.5268948,7.880278,11.825012,14.409031,7.295087
212,0.000741542853647843,0.0021392138053973517,1.8769368,1.7150913,3.88043,5.272902,9.414714,1.3608335,2.6994166,1.7026641,7.807191,11.818114,14.982523,7.2680926
213,0.0006660397467203439,0.002121179054180781,1.7810479,1.5594689,3.7474804,4.9641523,7.9507794,1.2127857,2.7180424,1.6529155,8.172871,11.888081,15.208491,7.203344
214,0.000586262185825035,0.002057913069923719,1.648198,1.3995568,3.5065846,5.6011167,8.727781,1.1410311,2.7109547,1.738209,7.5733414,11.667394,14.585602,6.818952
215,0.0005937065184116364,0.002090911070505778,1.666067,1.4796226,3.4963067,5.569667,6.699605,1.1230367,2.678674,1.7944207,8.27271,11.8434305,14.3619795,7.14649
216,0.000600266526453197,0.002322368323802948,1.6650654,1.4695365,3.5304732,5.314032,8.348238,1.1484675,2.892549,1.9899329,8.718778,11.424994,16.083591,7.5280123
217,0.0007721154158934951,0.002239720275004705,1.8466915,1.6036426,3.9224176,6.083901,11.976185,1.6391882,2.8543904,2.047175,8.874927,11.533299,16.383053,7.4734526
218,0.0006172041269019246,0.0019927453249692917,1.7125807,1.5438299,3.7876804,4.9380364,5.6671095,1.1218408,2.62644,1.5817707,7.7103047,12.701931,14.844957,7.0767794
219,0.0005859113321639597,0.002220211550593376,1.6765482,1.5234135,3.5504656,5.102552,6.5877304,1.0356585,2.8050282,1.6833549,8.670052,11.9594145,15.098687,7.5244627
220,0.000531908159609884,0.0020420954873164496,1.594508,1.3926885,3.382657,4.7159934,6.49362,0.96013635,2.641099,1.790489,7.9475393,12.119496,14.874268,7.3685856
221,0.0006194230355322361,0.002088418851296107,1.6872475,1.458442,3.920525,4.8987403,7.0647745,1.2079412,2.6641834,1.706738,8.667341,12.374436,15.14308,7.576093
222,0.0005058181518688798,0.002090862641731898,1.540159,1.3385217,3.3273635,4.3789573,6.54832,0.9470412,2.7559593,1.6344947,8.120789,12.789675,14.527472,7.001273
223,0.0005743394466117025,0.002049750337998072,1.6504831,1.4652691,3.370924,5.225287,7.5476403,1.049458,2.7116313,1.8020568,7.5889645,12.267346,14.794208,6.8726707
224,0.000609780759550631,0.0021713158736626306,1.6806586,1.4733934,3.8439314,5.3641734,6.23511,1.1550229,2.757184,1.7814455,8.479843,11.669524,14.389159,7.2066793
225,0.0005690481583587825,0.002033062900106112,1.6062255,1.3550857,3.608769,5.190499,6.7222824,1.1467042,2.635659,1.3344173,8.484339,11.537053,14.523278,7.090826
226,0.0006817654927726835,0.0020041229824225106,1.745203,1.4628632,3.934605,5.888793,6.797773,1.4453012,2.6287086,1.7815492,8.286231,11.768043,13.820552,6.8937626
227,0.0005962509964592754,0.0020531813303629556,1.6412737,1.4262873,3.8158815,5.230214,6.5252204,1.2108002,2.6692548,1.5746756,7.550235,12.06482,14.724043,6.5895205
228,0.0006157736270688474,0.0021107904613018036,1.7192106,1.5074006,3.6750255,4.7920084,6.36273,1.07978,2.7593677,1.9493965,7.85832,11.238767,16.060215,6.9664893
229,0.0005244648805819451,0.0020574014633893967,1.5997614,1.4310813,3.4046264,4.352514,5.162928,0.87371904,2.6849623,1.7460951,8.187585,11.728108,14.274761,6.853568
230,0.0005662773665972054,0.001977690805991491,1.6705775,1.4788288,3.6188235,4.4423795,5.0374613,0.9371874,2.6271312,1.8353817,8.322544,11.400557,14.867588,6.9952173
231,0.0005848318245261908,0.0020287328710158667,1.6602601,1.500374,3.7655272,4.8930817,5.332081,1.0712433,2.6368563,1.5673646,7.9537745,11.560189,14.724164,7.4815545
232,0.0005400878190994263,0.0022388423482577005,1.6246747,1.4902971,3.4324262,4.474841,5.5241413,0.9052566,2.7726588,1.800663,9.179521,12.602454,14.711448,7.9144745
233,0.0005344771768432111,0.0020314715802669525,1.596376,1.3832421,3.4883173,4.44421,5.3599744,0.97393477,2.6055446,1.475513,8.163208,12.175231,15.283089,7.257237
234,0.0005427625786978751,0.0020978605995575586,1.6075172,1.383808,3.4011884,4.8913107,6.257082,0.9872505,2.7648983,1.9748876,8.152159,11.574467,14.737823,6.90377
235,0.0005643097381107509,0.002099250132838885,1.6153411,1.4353142,3.77154,5.129778,6.541279,1.0840781,2.6907156,1.4831159,8.343689,12.14046,14.682562,7.53353
236,0.0005795335536822677,0.0021318321426709494,1.6466265,1.4607213,3.720209,4.8466725,6.1446524,1.0597458,2.6989543,1.6173716,7.359988,10.851979,15.682615,7.2406683
237,0.0005965624749660492,0.0020456711451212564,1.6540734,1.4174792,4.0035434,5.1572857,6.028996,1.1757025,2.6991167,1.7225844,8.214208,11.2234955,14.891406,7.163702
238,0.0006047901976853609,0.002045425275961558,1.7132473,1.5107722,3.6576843,4.58934,6.6090693,1.0438896,2.6701787,1.784203,7.6568213,12.665244,15.279889,7.413514
239,0.0006032903387676924,0.002087686210870743,1.700924,1.4719316,3.8705301,5.0568833,5.379644,1.080323,2.7084732,1.7412562,8.132063,12.080164,14.672291,7.4335394
240,0.000521894155535847,0.002065469821294149,1.5768375,1.4075041,3.651336,4.4498653,5.4027615,0.9344856,2.7315361,1.7948923,7.454087,11.405662,15.980871,7.273926
241,0.000545567562803626,0.0019774101674556732,1.6102313,1.4279327,3.514718,4.4995046,6.344399,0.97567004,2.635776,1.5888268,7.356557,11.564996,16.03463,7.1690683
242,0.0007451960910111665,0.002297348032395045,1.7536296,1.4461802,3.9662392,6.6474075,10.73405,1.8277555,3.0068827,2.1138458,7.600438,11.996549,16.612568,7.2523627
243,0.0006592240021564066,0.002053116758664449,1.7270486,1.4043026,4.0052605,5.022516,8.441851,1.3468512,2.7077968,1.7238348,8.041033,11.659808,15.839298,7.3899746
244,0.0005586954962927848,0.0018414836376905441,1.6473063,1.4383104,3.5474358,4.5680943,5.755919,0.9624793,2.5080948,1.517213,7.2539353,11.379366,14.8647785,6.523947
245,0.0004810245567932725,0.0019587036222219467,1.4944463,1.3189342,3.2765558,4.4846478,5.39107,0.92202365,2.610414,1.4250314,7.6151605,11.728241,15.116795,6.775092
246,0.000579960944596678,0.002070684606830279,1.6218023,1.4302607,3.594645,4.916129,7.884361,1.1654636,2.6012104,1.5451474,8.210501,12.21521,14.981466,7.471064
247,0.0007191294897347689,0.002037597199281057,1.8329182,1.6226885,3.9546995,5.306646,7.541554,1.3666131,2.692014,1.8065591,7.9079676,13.087806,14.028726,6.8627567
248,0.0005337586090900004,0.0020391816894213357,1.5860789,1.4265617,3.5875003,4.6234426,5.936797,1.0039244,2.6462033,1.561054,7.9331326,12.436837,14.484826,7.3100505
249,0.0004921762994490564,0.0020610261708498,1.4902087,1.2927091,3.3302047,4.6952686,5.961148,1.00638,2.6439435,1.6573516,8.069733,12.359934,14.857574,7.332521
250,0.0004796102421823889,0.002002967521548271,1.4918853,1.2592766,3.5044398,4.6174054,5.5322948,0.93068635,2.5568652,1.3414257,7.8718133,11.872891,14.61998,7.2329545
251,0.0005173512035980821,0.0020234634478886924,1.5810829,1.4013731,3.4686058,4.4300046,5.9546986,0.9025548,2.6125271,1.6296015,8.27512,11.8974285,14.844892,7.430725
252,0.0004485727392602712,0.0021699021259943643,1.441686,1.2852702,3.1586294,4.4498835,6.577721,0.8683066,2.6791532,1.7573595,8.437595,12.116194,15.510785,7.859547
253,0.0005374135309830308,0.0022334568202495575,1.5236549,1.2558532,3.5051138,4.632934,11.924892,1.2247084,2.7888126,1.8428879,7.6535892,12.178766,14.844598,7.426002
254,0.0005014603072777391,0.002254679799079895,1.5359,1.3361806,3.2629104,4.2867155,6.850771,0.93424463,2.8378425,1.8171599,8.573401,12.152311,15.486451,7.9072366
255,0.000535632991231978,0.0020350863536198935,1.5729656,1.4305342,3.5568163,5.3290854,5.539481,1.0351875,2.6138468,1.5857177,8.358744,11.969864,15.302577,7.373992
256,0.0004819768667221069,0.0020872782915830612,1.5055658,1.325151,3.3025808,4.477168,4.8743143,0.9061212,2.6956873,1.632645,7.9377923,11.135413,15.066676,7.232072
257,0.00046803591307252644,0.002000256131092707,1.4484327,1.2598981,3.0476432,4.4737687,7.1000624,0.94860554,2.5965638,1.7058094,7.996581,11.846299,16.076662,7.376011
258,0.000540161959361285,0.0022899098694324493,1.600121,1.4456388,3.4119382,4.5473294,6.598587,0.9899883,2.7353594,1.6556151,7.9686623,11.408634,17.25602,8.629836
259,0.0006065695104189217,0.0020473388334115348,1.6597897,1.4279327,3.7427,5.1572094,6.440772,1.2409014,2.6119738,1.5113118,7.678446,11.551677,16.720913,7.75382
260,0.000540469279512763,0.0020076831181844077,1.6098052,1.4174792,3.5966246,4.4617233,5.753637,0.9433866,2.5932589,1.4970481,7.2576942,11.333084,15.716075,7.415511
261,0.0005090564384590834,0.0020787647614876428,1.5566553,1.3943737,3.3603895,4.303581,6.3838964,0.92617023,2.63166,1.4765446,8.479655,11.789085,15.909067,7.615327
262,0.0005247849225997925,0.002049239973227183,1.5648661,1.3929695,3.374542,4.782072,6.309318,0.9970557,2.763468,1.8538456,8.299339,11.894004,14.663888,6.8035264
263,0.0004290965665131807,0.0020457226783037186,1.4388163,1.2434825,3.1534724,4.103796,4.983855,0.7527946,2.688183,1.7085432,7.906032,10.88179,15.4337435,6.9961643
264,0.0004627879080362618,0.00213022343814373,1.4810665,1.2925577,3.227565,4.432436,6.0458155,0.8535312,2.697083,1.4971745,7.7932687,11.120622,16.099585,7.406827
265,0.00046890582074411214,0.0020307215551535287,1.4769137,1.285118,3.304719,4.4497437,5.7521043,0.9000438,2.6036162,1.6090634,7.250772,12.496709,16.27407,7.39529
266,0.0008936066133901477,0.0025366153568029404,1.6930707,1.4381744,3.6240828,5.81801,27.222393,3.0580568,3.2371738,2.3764338,8.527131,12.159201,15.917313,7.450252
267,0.0009607781236991287,0.0022090841084718704,1.750018,1.370165,3.8990462,5.8683267,25.230309,3.2971697,2.9282823,1.9760928,8.489918,11.263155,14.697322,7.195881
268,0.0009189142752438783,0.0021182534595330558,1.9199998,1.5796671,4.332078,6.3373156,18.801367,2.380789,2.7325902,1.7603612,8.3483,11.935805,15.227435,7.5251184
269,0.0008203826425597072,0.0021657577405373254,1.8045237,1.5050621,3.8127756,6.5710177,17.672867,2.116806,2.8126006,1.8030357,7.2757835,11.481253,16.412596,7.458839
270,0.0006283351441379637,0.002240333706140518,1.4986508,1.2553856,3.3063474,5.148467,16.290136,1.9001098,2.7811167,1.7639669,7.985842,12.179589,16.096556,8.060469
271,0.0007210783672053367,0.0021397781868775687,1.578333,1.3516155,3.4802809,4.5921783,24.697962,2.2821174,2.688911,1.5994867,7.5446415,12.6053,16.299704,7.7235403
272,0.0006041328841820359,0.0020923676590124765,1.6147265,1.4176171,3.4100335,5.8425813,11.856107,1.360755,2.6706617,1.8890117,7.5641503,12.416022,15.878852,7.664463
273,0.0005370379774831235,0.001961208259065946,1.4906452,1.2519516,3.5597644,5.3618693,10.194604,1.2894784,2.5943277,1.6430132,7.8027573,12.12907,14.23404,6.943777
274,0.000537754928227514,0.0025627675155798593,1.4607158,1.2300334,3.203218,4.980644,14.650459,1.402384,2.9932861,1.9793462,8.570307,10.603094,16.082853,8.087873
275,0.0007017821189947426,0.0020157030473152795,1.7698642,1.529823,4.0550933,5.6513066,8.353998,1.4810253,2.6712718,1.5145211,8.14745,11.092773,14.878658,7.0736637
276,0.0005279092269483954,0.0022131912410259247,1.5594598,1.3578268,3.589424,4.3843784,7.5853763,1.039147,2.799052,1.9330988,8.384484,11.5643015,16.209135,7.476992
277,0.0004814650467596948,0.0021845375498135886,1.5160733,1.3705934,3.2170017,4.355274,6.486641,0.8643477,2.7976747,1.7621995,8.660646,12.442301,14.622524,7.9426093
278,0.0004342863883357495,0.001983458176255226,1.425368,1.2697996,3.2666256,4.5177765,5.7116866,0.83067024,2.6516793,1.7169722,7.9738154,11.066825,15.0219965,6.997614
279,0.0004221886303275824,0.0021090290198723474,1.384995,1.185807,3.215499,4.73809,5.650971,0.81123674,2.6922383,1.7775002,8.719157,11.857704,14.958222,7.3949738
280,0.00040042707696557044,0.0021052826195955276,1.3149977,1.1152223,3.039506,3.9834867,8.662767,0.8915187,2.717278,1.7231207,8.498269,11.914617,15.568352,7.5510907
281,0.00041899981442838907,0.0021854198227326074,1.3839674,1.1270908,3.1104286,4.6120653,5.8622046,0.8263964,2.7706413,1.6898429,8.545713,11.993516,15.675362,7.8526306
282,0.00047310440568253397,0.0023619855443636575,1.4691426,1.254918,3.172792,4.513406,8.027492,0.94718814,2.8218055,1.7688999,8.2944145,13.730461,15.330386,8.718709
283,0.0005509848671499639,0.002176127706964811,1.5807564,1.3285431,3.435528,4.4626994,10.71287,1.1352063,2.8414247,1.8574947,7.7364254,11.316455,15.892577,7.408493
284,0.0004909342410974204,0.001980433240532875,1.509032,1.3373516,3.2658973,4.3391714,8.23311,0.9468103,2.6367748,1.5798492,7.8624654,11.529755,13.599254,7.0451674
285,0.0004306677798740566,0.0020698290318250656,1.3812022,1.1243094,3.1952803,4.678003,6.860012,0.91925555,2.628387,1.8200991,7.8297014,11.854777,15.987518,7.474125
286,0.00042221751413308085,0.002146240323781967,1.4150177,1.2472538,3.2549102,4.028424,4.9174905,0.7775962,2.7186306,1.6831942,8.066817,11.154965,14.873269,7.393277
287,0.0004841323895379901,0.0020531577368577323,1.4903088,1.2653224,3.3177907,4.403502,6.623593,0.9328884,2.6741943,1.6340182,8.035827,12.054694,14.98799,7.1810207
288,0.00041578158736228944,0.002188956985870997,1.4105803,1.1796855,3.0339766,4.0702367,4.5898347,0.74692655,2.7096217,1.4679315,7.841691,11.206881,15.671988,7.795498
289,0.00045167854288592936,0.0019848390171925225,1.4444841,1.2262094,3.191446,4.600662,5.7821474,0.8774489,2.6477828,1.7138388,8.330244,11.793299,14.47357,7.153588
290,0.0004551020613871515,0.0022730752825737,1.4693542,1.289071,3.134379,4.2730794,5.812947,0.8167342,2.804916,1.8256301,8.574553,10.970883,15.118471,7.5833993
291,0.0004625681962352246,0.0020083126922448478,1.4722652,1.2967899,3.1953666,4.3187795,5.0522194,0.8718646,2.6201396,1.5352771,7.3845167,11.594241,15.785721,7.2601204
292,0.0003820771095342934,0.002114179233709971,1.3344349,1.1849816,2.8838053,4.255018,6.070183,0.7339311,2.667629,1.5596089,8.068769,10.876186,14.945556,7.37802
293,0.00032595635624602435,0.0020762446026007333,1.24596,1.1302116,2.8570116,3.4463816,4.912946,0.58832484,2.6724148,1.7831267,8.562793,11.211404,14.589343,7.311734
294,0.00036458470509387553,0.002179338907202085,1.2982935,1.098961,3.0306997,3.6417553,5.5045953,0.7102407,2.7072022,1.7981007,8.715514,10.836495,15.6039915,7.764705
295,0.0004084724874701351,0.0021459360917409263,1.3376019,1.1492693,2.95849,3.603952,11.222176,0.8985952,2.8114657,1.9174936,7.8613677,10.23822,16.155622,7.2371593
296,0.00043141665402799843,0.0019850333531697593,1.4282135,1.2217329,3.0692446,4.3245754,5.887562,0.7964207,2.6328828,1.7895378,7.8743763,12.325514,15.589537,7.400689
297,0.0003436108853202313,0.002039823681116104,1.2731032,1.1131148,2.7403817,3.5589392,5.2939453,0.63930655,2.6248422,1.5421,8.313396,11.911964,15.586855,7.673792
298,0.000438521757023409,0.002044494574268659,1.4231938,1.2215726,3.0692008,4.252462,6.5434065,0.86126184,2.5958092,1.6997257,8.66948,11.662936,16.358725,8.10786
299,0.0003564264345914125,0.0019912042965491614,1.2754229,1.0477319,2.826982,4.017668,4.902088,0.70855385,2.6120853,1.6067876,7.957866,11.79978,15.390413,7.3806376
300,0.0003467523254221305,0.0020623846600453057,1.2733294,1.0885845,2.813733,4.2073894,5.3760734,0.66381234,2.7183602,1.8118569,7.772783,11.469094,15.298086,7.2660513
301,0.00041208065580576657,0.0020138397812843323,1.3685155,1.1726979,3.0327609,4.3209267,5.8597965,0.8290475,2.7110403,1.8675187,7.926845,11.160835,14.9127865,6.760445
302,0.00041342534706927835,0.002071218565106392,1.3259897,1.1055297,2.988556,4.924887,8.6883745,0.9562665,2.648156,1.699501,8.449078,12.257851,15.7364235,7.8482943
303,0.00038140577846206724,0.0021897622694571814,1.357097,1.1981198,2.8042076,3.894024,4.6615276,0.66182035,2.7082305,1.6839529,8.499091,12.135688,16.428759,8.331113
304,0.00033383315661922097,0.0020981362710396447,1.2460973,1.0808272,2.8368988,4.0387044,4.632104,0.63935953,2.6817272,1.6365151,8.37329,11.874522,15.919729,7.5681515
305,0.00036617742152884604,0.002203073352575302,1.330907,1.189432,3.0139604,3.6965597,5.168466,0.63582903,2.752419,1.7575066,8.531935,12.504669,15.496425,7.945946
306,0.00040524013922549785,0.0022289318343003592,1.3658897,1.1125873,3.2746449,4.1471853,4.620375,0.8001468,2.889944,1.7785183,7.724845,11.606014,16.13553,7.550367
307,0.00039366322103887794,0.0021748915314674377,1.3236724,1.1180263,2.9748156,4.0244317,7.419418,0.8370038,2.7631383,1.7705193,8.042091,10.607226,14.945132,7.669936
308,0.0004847848997451365,0.0020562727004289627,1.5015184,1.3186374,3.2816167,4.5546403,5.666591,0.9177366,2.5819726,1.5453107,7.4413323,11.952585,17.289501,8.096041
309,0.00044016184750944376,0.002074858173727989,1.4549263,1.2633104,3.1980069,4.001906,5.6439257,0.7768003,2.5625875,1.4368024,7.5191183,11.822022,16.48626,8.092655
310,0.0004571588570252061,0.002256477251648903,1.4600304,1.3080585,2.9193072,5.024242,7.93323,0.8583886,2.7280695,1.7255764,7.477943,11.927718,15.884781,7.9556108
311,0.0003960566921159625,0.002101107810934385,1.3551897,1.1961583,3.0725286,4.215492,5.8541074,0.7657415,2.6918764,1.4963106,8.175697,11.543371,15.2548065,7.408804
312,0.0004833598341792822,0.0021310821175575256,1.3972248,1.1601154,3.5126514,4.709738,9.84798,1.2066267,2.7245243,1.4384418,8.466687,12.22955,15.211433,8.306185
313,0.0005030500434804707,0.0022848062217235565,1.5061232,1.3103006,3.4267623,4.3877563,8.435265,1.0417677,2.8553145,1.765359,8.930814,12.732233,13.435336,7.9826117
314,0.0005354607908520847,0.0021563743551572165,1.5198424,1.3186374,3.3409786,5.101777,12.558953,1.2201351,2.7931185,1.7112646,8.830828,11.907028,14.612536,7.7327895
315,0.0004792772699147463,0.001992133135596911,1.474368,1.2360641,3.343223,4.696258,6.5897245,0.96641344,2.668507,1.7872363,8.292681,11.270298,13.3015,6.8998847
316,0.000456244854722172,0.0020551799486080804,1.4156414,1.2389104,3.2550821,4.8261547,8.400785,1.0019312,2.6400638,1.8199695,7.7370653,12.048056,16.245773,7.568618
