epoch,train_loss,val_loss,train_mean_ang,train_median_ang,train_p95_ang,train_p99_ang,train_max_ang,train_var_ang,val_mean_ang,val_median_ang,val_p95_ang,val_p99_ang,val_max_ang,val_var_ang
28,0.0033430602135402815,0.00307313387747854,4.1070323,3.680467,8.930872,10.788355,11.279344,5.612915,3.9552598,3.6295748,6.601261,8.446006,8.907194,2.8387456
29,0.0033545265905559063,0.0029739522142335773,4.110423,3.3720844,8.663105,11.448383,11.598191,5.449022,3.8810058,3.4811592,6.494979,8.3764515,8.846822,2.834933
30,0.003211041829282684,0.002958809258416295,4.0502496,3.5197535,8.840824,10.893403,12.243243,5.306157,3.8648856,3.457853,6.4621997,8.411221,8.898478,2.8701355
31,0.0032255364515419516,0.0028956991154700518,4.036813,3.4550207,8.138595,10.825423,12.41554,5.2853904,3.8195455,3.3903244,6.3434715,8.348761,8.850085,2.831708
32,0.003020706054355417,0.0028361350996419787,3.8403983,3.3128664,8.317693,10.982751,11.314576,5.105229,3.7740667,3.3411713,6.2781034,8.313561,8.822429,2.8028386
33,0.0032432375342718194,0.002817294793203473,3.9284375,3.2858675,8.773852,11.244648,11.892173,5.386779,3.758543,3.3167055,6.273011,8.334011,8.849263,2.801062
34,0.0030821291064577444,0.0027315799379721284,3.7917237,3.139932,8.050687,10.719279,11.0777855,4.9807796,3.6965594,3.2788293,6.154025,8.259775,8.786216,2.7792363
35,0.0028739331423171927,0.0026934478664770722,3.7332175,3.2522104,7.860985,10.309726,10.806475,4.6749306,3.6585987,3.2063172,6.127975,8.272786,8.808991,2.8169599
36,0.00295337349442499,0.002643654472194612,3.7474174,3.2702796,8.244416,10.449064,11.728872,5.22554,3.616159,3.1726193,6.0431886,8.238646,8.787513,2.8191357
37,0.0027855994745290707,0.0025910958647727966,3.7020466,3.105199,8.198847,10.252957,10.901868,5.1016307,3.5801086,3.133816,6.0219364,8.229082,8.780871,2.7976985
38,0.002998956013470888,0.0025081310886889696,3.6752727,3.1435459,7.596744,10.241704,10.734032,4.751652,3.5169103,3.086799,5.9136395,8.158772,8.720058,2.7646887
39,0.002515546145981976,0.0024333492619916797,3.528152,2.9577055,7.1066484,9.828675,10.538962,4.197871,3.464374,3.0547962,5.7961645,8.089209,8.662473,2.7321048
40,0.0025238869046526296,0.002435514354147017,3.4939947,2.9675508,7.788807,10.224569,11.515567,4.6621075,3.4593248,3.0414374,5.8150034,8.153321,8.737904,2.764501
41,0.0024603326206228565,0.0023506361758336425,3.4323559,2.9148376,7.752381,10.304117,10.898219,4.761803,3.3874192,2.9770348,5.6892695,8.077528,8.674596,2.7650816
42,0.0024401406657748987,0.002341114799492061,3.4071634,2.8526585,7.606614,9.730766,10.665569,4.6899304,3.374176,2.9901571,5.659012,8.100418,8.7107725,2.8017735
43,0.002505724750725286,0.0022901095217093825,3.528434,2.9821591,7.5940456,9.4955635,9.897992,4.147898,3.3369932,2.9995046,5.540118,8.04835,8.675411,2.772864
44,0.0022743562003597617,0.002258062711916864,3.3076162,2.815429,7.322638,9.779799,9.974013,4.3498034,3.3094668,2.9645147,5.483193,8.035896,8.674075,2.7751553
45,0.002287974248507193,0.002214733511209488,3.3000464,2.7610202,6.916322,9.974168,11.270103,4.2694187,3.2754323,2.9343824,5.4167075,8.024755,8.676769,2.777972
46,0.002383628361193197,0.0022037391318008304,3.29471,2.7596726,8.116126,9.768414,10.748362,4.266667,3.2655864,2.9428425,5.3613634,8.045866,8.716994,2.782154
47,0.002114874743191259,0.0021515972912311554,3.1589797,2.6508486,7.2659087,10.009245,10.450579,4.2083287,3.220928,2.8969188,5.277523,8.0215225,8.707525,2.7717166
48,0.0021920877708388226,0.002114094444550574,3.1256287,2.8711944,6.447869,9.061983,9.479877,4.032787,3.1865642,2.853756,5.2661495,8.025704,8.715596,2.8068292
49,0.002255248338250177,0.002084408304654062,3.1886432,2.5854313,7.432115,8.806319,10.0640745,4.3272977,3.159985,2.8295772,5.2581806,8.044043,8.740511,2.8280687
50,0.0020090595187087145,0.0020302359480410814,3.0799122,2.570093,6.9733796,9.969149,10.092021,4.154287,3.1141005,2.766969,5.149743,7.977082,8.68392,2.816838
51,0.0019783707102760673,0.0019993995083495975,2.992823,2.493949,6.5947824,9.461755,9.4923525,4.2004757,3.0772686,2.7502227,5.121281,7.9970913,8.716047,2.8652558
52,0.0019601750121052775,0.001959203160367906,3.0198765,2.724264,6.343838,8.978838,9.925075,3.6722264,3.0437808,2.6993613,5.0687513,7.9641395,8.68799,2.8545063
53,0.002067473085064973,0.0019265242153778672,3.181879,2.871399,7.3519897,9.5409775,10.194681,3.7827113,3.010509,2.6521034,5.017548,7.9476743,8.680209,2.8706958
54,0.0020543678796717097,0.0019359566504135728,3.096591,2.7182937,6.939879,9.039649,9.830214,3.4875846,3.0175846,2.6471539,5.063298,8.003519,8.738578,2.8957791
55,0.0018748523933546884,0.0018861856078729033,2.9479637,2.4980266,6.5483775,9.238694,10.307442,3.839715,2.966524,2.577242,4.9703526,7.9449663,8.688623,2.907629
56,0.0019147664508117096,0.0018814373761415482,3.010676,2.6298685,6.3302956,9.206698,9.761686,3.4307702,2.961705,2.5492935,5.050901,7.99728,8.733878,2.936128
57,0.0018495291671050446,0.0018201869679614902,3.0097575,2.607895,6.4035497,8.580023,9.481661,3.2147505,2.9116387,2.5361302,4.89705,7.895295,8.64486,2.9023967
58,0.0016417089417310698,0.0018067725468426943,2.765579,2.355843,5.895596,8.523511,9.564107,3.2475073,2.8948479,2.4923787,4.9742928,7.917502,8.653308,2.923206
59,0.001806816817926509,0.0017879549413919449,2.885352,2.411271,6.1868815,7.622601,10.461267,3.0968685,2.864741,2.4447258,5.010202,7.947237,8.6814995,3.001662
60,0.0017163954741720641,0.0017538525280542672,2.7859004,2.4587762,5.5773854,7.9992557,9.768915,3.3227832,2.82964,2.3695943,4.928474,7.9259124,8.675276,3.0223598
61,0.0016678963771222957,0.0017471041646786034,2.769706,2.3678594,6.8480816,9.13628,10.106978,3.65254,2.826472,2.3636398,4.89725,7.9284463,8.686249,3.0215905
62,0.0015919084294832178,0.001714201644062996,2.736369,2.2856755,5.4013658,7.918038,9.468363,2.8411725,2.8001723,2.2871306,4.8767653,7.900502,8.65644,3.010275
63,0.001931724454542356,0.0016877405578270555,2.975019,2.389336,6.7598815,9.511893,9.765311,3.8912764,2.7698998,2.2759786,4.92577,7.879449,8.617872,3.0005195
64,0.001538606160985572,0.001685954281128943,2.7346215,2.2566338,5.9270315,7.706917,9.002654,2.770143,2.7590618,2.346603,4.974608,7.954042,8.698904,3.0605185
65,0.0015293034126183816,0.001673696970101446,2.623589,2.1953502,5.9236817,7.794284,9.840869,2.9286427,2.7496762,2.3899913,4.999319,7.9921436,8.740354,3.0881686
66,0.0014499557104759983,0.0016364388284273446,2.5942662,2.2851615,5.9379835,6.849948,8.896624,2.730327,2.7150137,2.251337,4.984051,7.9653172,8.710637,3.0861719
67,0.0015092158656833427,0.001630831917282194,2.6446881,2.351852,5.902305,6.5345583,10.086563,2.7979686,2.7046025,2.237559,4.9998283,8.017927,8.772455,3.1457958
68,0.0013406211177685431,0.0015716836205683649,2.4316835,2.0851586,4.941317,7.532906,9.043744,2.5921764,2.6571267,2.1180325,4.8709774,7.9282193,8.6925335,3.0870264
69,0.0013753755234314927,0.0015447397017851472,2.5490484,2.1078434,5.548538,7.352818,9.221832,2.7161677,2.6383128,2.1000295,4.820198,7.893852,8.66227,3.0476635
70,0.0014629527327737638,0.0015430409694090486,2.5539148,2.1722274,5.8422475,7.0191855,10.060752,2.841172,2.6368546,2.028833,4.840031,7.9080424,8.675049,3.0391119
71,0.0013414560983489668,0.001573852845467627,2.5468647,2.2028263,5.260467,6.9513745,9.820647,2.4753082,2.655994,2.0998433,4.9506054,8.022524,8.790507,3.1480267
72,0.0013421226924817478,0.0015605345251969993,2.4991996,1.994392,5.8773165,7.4813786,9.405314,2.7143662,2.652172,2.0293152,4.942288,8.022791,8.79292,3.1200743
73,0.0012173413748054632,0.001515864219982177,2.4148145,1.8748192,4.983505,6.6338863,9.512873,2.3271968,2.630013,1.9872156,4.8145456,7.9103494,8.684304,3.0018692
74,0.0012827277948547686,0.0015201218775473535,2.3860095,1.958547,5.066458,7.093011,9.398437,2.4872317,2.6267715,1.9429969,4.908119,7.9776783,8.745071,3.0444086
75,0.0011495533898206694,0.0015287943533621728,2.3144748,2.0677216,4.9201546,6.182598,8.778074,1.9946102,2.62814,1.9244759,4.9491806,8.057211,8.834222,3.1127367
76,0.0012950438540428877,0.0015239663771353662,2.395483,2.1417398,4.8010077,7.092473,8.97739,2.244411,2.6246254,1.9367418,4.992142,8.049399,8.813718,3.1083064
77,0.0014142475223967008,0.001607853570021689,2.4902887,2.0539513,5.4619336,7.190009,9.124124,2.47655,2.6875727,2.041047,5.289872,8.252915,8.99368,3.2399592
78,0.0013968924592648233,0.0015771817415952682,2.4772527,1.9818904,5.295821,7.1054335,9.552013,2.651213,2.6477475,1.9536444,5.222134,8.232969,8.985682,3.2742774
79,0.001144830320429589,0.0015408795443363488,2.3052964,2.0219724,5.2735353,6.0402384,9.673859,2.1291604,2.619533,1.9762536,5.1165347,8.1639,8.925746,3.2217622
80,0.0010322025544675334,0.0014871731400489807,2.1610608,1.8226305,4.740362,6.1013074,9.521589,2.114363,2.5845206,1.954045,4.9759073,8.065792,8.838267,3.1374428
81,0.0010252877587585577,0.0014765288797207177,2.2037566,1.9402754,4.660606,6.1792245,8.454518,1.9626302,2.58027,1.9254925,4.9391556,8.073877,8.857562,3.1316051
82,0.0011244915325992874,0.0014913126942701638,2.2664704,1.8938254,4.9900675,6.574158,8.463874,2.0839286,2.5924268,1.9021777,5.0013957,8.136293,8.920022,3.16767
83,0.0011456630724881376,0.0015006967005319893,2.2660644,2.0217788,4.6089063,6.521197,9.84077,2.2899585,2.5931451,1.9254925,5.0848446,8.181332,8.955457,3.2144923
84,0.0011054021971566336,0.0015144016942940652,2.2765055,1.9790245,4.8810163,6.3288274,8.990053,2.0265985,2.5960839,1.9444064,5.1304164,8.232044,9.007455,3.2812855
85,0.0011412671634129115,0.0015339195961132646,2.3035238,1.9760556,4.5382533,6.797589,9.052604,2.1613772,2.6078694,1.9635369,5.202549,8.292671,9.065206,3.3528068
86,0.0009453115718705314,0.0014929111930541694,2.1030464,1.7499946,4.388385,5.4530497,8.810686,1.7825574,2.5758412,1.9198943,5.06821,8.228671,9.01879,3.2934766
87,0.0009137513864386294,0.0014658950385637581,2.0687666,1.7690141,4.2253036,5.0806594,7.9737325,1.7258252,2.556422,1.9444064,5.0050764,8.198123,8.996388,3.257787
88,0.0008396920914362584,0.001462358981370926,1.9600261,1.875341,3.949935,4.6816545,8.432912,1.5954617,2.576409,2.01703,4.968894,8.14261,8.936042,3.162527
89,0.0010080963173615082,0.001504160463809967,2.2060516,1.9959615,4.8265133,5.8433337,8.559697,1.8113017,2.6146932,1.9675198,5.1053023,8.241142,9.025105,3.1964002
90,0.0009779878060466477,0.001481424260418862,2.1076744,1.781581,4.3778353,6.8023314,9.235652,1.985128,2.590141,1.946519,5.0484953,8.190855,8.976449,3.188654
91,0.0009067821333051793,0.0014643613249063492,2.0598972,1.7601417,4.3532877,6.482878,8.7795515,1.8732427,2.5962968,1.9576473,4.943834,8.116601,8.909797,3.0817454
92,0.0008293020073324442,0.0014648448559455574,1.9192175,1.7339294,4.027329,5.4081135,8.286976,1.6788425,2.591785,1.9803097,4.9774427,8.169795,8.967887,3.1417477
93,0.0008965271159208246,0.0014981884742155671,1.9858042,1.8776356,4.1888795,6.3132668,8.850973,1.8460801,2.6225667,2.0446877,5.0676303,8.239927,9.033005,3.1539216
94,0.0009044991872672524,0.0015326027059927583,1.9249945,1.5860959,4.601308,6.180059,9.281924,1.9359627,2.6654193,2.2515106,5.14921,8.291828,9.077487,3.1518319
95,0.000840012333355844,0.0015198026085272431,1.914971,1.6742113,3.9138827,5.5269246,8.76031,1.6208661,2.6440003,2.2580209,5.131104,8.303258,9.0963,3.1793246
96,0.0007548589409062905,0.00147940032184124,1.9005313,1.6849308,3.5369437,6.463628,7.562601,1.2596982,2.6122513,2.1895475,5.0474086,8.261349,9.064837,3.1842263
97,0.0008555749497775521,0.0015021607396192849,1.9798305,1.796676,4.0234804,4.982315,9.592512,1.8227963,2.6364322,2.296269,5.113049,8.290862,9.0853195,3.1723628
98,0.000878651044331491,0.0015079881995916367,2.024112,1.9041313,3.9506695,5.124056,8.061974,1.2753774,2.648068,2.288585,5.0660067,8.28135,9.08519,3.1848276
99,0.0008430048723572067,0.0015141252661123872,1.9624263,1.7091476,3.88323,6.0989304,9.722109,1.7934711,2.6543314,2.2779558,5.1132402,8.29711,9.0930805,3.1911268
100,0.000690459377697802,0.0015077784773893654,1.7928506,1.5127139,3.7422087,5.633042,9.149524,1.4531955,2.6406205,2.2482052,5.1239967,8.3103695,9.106966,3.2294478
